data_hora,local,magnitude,profundidade_km,longitude,latitude,nivel
2024-11-01 17:19:13.559,"169 km N of Sanana, Indonesia",5.1,37.961,125.852,-0.5287,leve
2024-11-01 05:38:14.848,Reykjanes Ridge,5.4,10.0,-33.9482,56.4478,leve
2024-10-31 22:24:42.056,Mauritius - Reunion region,5.1,10.0,66.3786,-19.9227,leve
2024-10-31 17:46:27.498,"62 km S of Panguna, Papua New Guinea",5.3,39.502,155.4595,-6.8848,leve
2024-10-31 05:44:44.843,western Indian-Antarctic Ridge,5.2,10.0,121.2807,-48.9029,leve
2024-10-30 20:15:20.095,"267 km W of Bandon, Oregon",6.0,10.0,-127.6418,43.5842,forte
2024-10-30 12:18:51.671,"126 km N of Kimbe, Papua New Guinea",6.0,509.0,150.0827,-4.4064,forte
2024-10-29 18:46:45.789,southern Mid-Atlantic Ridge,5.0,10.0,-14.775,-12.2302,leve
2024-10-29 17:32:53.459,South Sandwich Islands region,5.1,173.066,-27.3153,-59.7778,leve
2024-10-29 06:13:05.296,"98 km NNE of Isangel, Vanuatu",5.0,283.585,169.51,-18.6749,leve
2024-10-27 22:06:32.012,"260 km E of Levuka, Fiji",5.0,607.641,-178.2309,-17.899,leve
2024-10-27 04:49:49.007,"121 km SSE of Atlasovo, Russia",5.2,90.891,160.5356,54.6412,leve
2024-10-27 00:31:16.239,northern Mid-Atlantic Ridge,5.0,10.0,-46.5021,23.9956,leve
2024-10-26 08:35:57.334,"122 km SE of Kuqa, China",5.1,10.0,83.9942,40.96,leve
2024-10-26 07:23:56.098,"119 km SSW of Port-aux-Français, French Southern Territories",5.2,10.0,69.4293,-50.2939,leve
2024-10-25 14:46:23.800,"69 km SW of Brisas Barra de Suchiate, Mexico",5.8,17.0,-92.662,14.0745,leve
2024-10-25 14:01:26.658,"130 km SE of Neiafu, Tonga",5.7,11.0,-172.9614,-19.3134,leve
2024-10-25 05:38:05.073,"56 km SSW of Ollagüe, Chile",5.0,119.209,-68.4462,-21.6994,leve
2024-10-25 00:00:32.139,"121 km SSW of Kokopo, Papua New Guinea",5.1,61.116,151.701,-5.288,leve
2024-10-24 23:28:20.236,"24 km SSW of Hihifo, Tonga",5.3,95.632,-173.9085,-16.1456,leve
2024-10-24 19:32:35.574,Kermadec Islands region,5.0,340.82,-179.9248,-31.2237,leve
2024-10-24 18:52:10.287,"82 km S of Kokopo, Papua New Guinea",5.1,62.847,152.1733,-5.0842,leve
2024-10-24 17:51:27.678,"Volcano Islands, Japan region",5.1,10.0,142.6492,25.4971,leve
2024-10-24 07:14:31.239,"129 km WSW of Nikolski, Alaska",5.0,54.394,-170.6317,52.4838,leve
2024-10-24 04:30:51.025,Mid-Indian Ridge,5.6,10.0,80.0351,-41.935,leve
2024-10-24 00:38:44.197,"43 km SW of Fīrūzābād, Iran",5.0,10.0,52.2189,28.6033,leve
2024-10-23 21:30:14.788,Kermadec Islands region,5.1,35.0,-176.6853,-27.8201,leve
2024-10-23 14:38:04.614,"146 km SSW of Severo-Kuril’sk, Russia",6.2,40.0,155.6369,49.394,forte
2024-10-23 06:05:14.228,southeast of Easter Island,5.0,10.0,-91.3277,-41.0186,leve
2024-10-22 15:45:37.516,south of the Fiji Islands,5.5,462.72,-179.6709,-23.872,leve
2024-10-22 12:08:32.720,"106 km S of Lorengau, Papua New Guinea",5.1,10.0,147.4269,-2.9805,leve
2024-10-22 02:36:18.609,"271 km W of Tual, Indonesia",5.1,10.0,130.3336,-6.0452,leve
2024-10-21 08:35:08.532,"57 km S of Labuha, Indonesia",5.0,10.0,127.3953,-1.138,leve
2024-10-21 08:24:05.925,"71 km SSW of Labuha, Indonesia",5.0,10.0,127.2704,-1.2346,leve
2024-10-21 08:08:33.280,"62 km SSW of Labuha, Indonesia",5.0,10.0,127.2649,-1.1526,leve
2024-10-21 06:32:35.236,"63 km SSW of Labuha, Indonesia",5.6,10.0,127.3252,-1.177,leve
2024-10-21 05:35:48.521,"51 km WSW of Attu Station, Alaska",5.0,39.714,172.5319,52.6005,leve
2024-10-21 04:12:15.294,"52 km S of Labuha, Indonesia",5.1,10.0,127.4191,-1.0987,leve
2024-10-21 03:24:16.301,"61 km S of Labuha, Indonesia",5.8,16.0,127.4529,-1.1774,leve
2024-10-20 22:59:40.922,"65 km NNW of Albardón, Argentina",5.7,109.0,-68.7676,-30.8831,leve
2024-10-20 12:31:07.587,Fiji region,5.5,591.313,-179.5015,-21.8931,leve
2024-10-20 00:51:12.931,southeast of Easter Island,5.1,10.0,-103.3329,-35.8938,leve
2024-10-19 18:07:13.624,"154 km N of Palu, Indonesia",5.2,62.475,119.9077,0.4909,leve
2024-10-19 13:32:20.709,Mid-Indian Ridge,5.3,10.0,66.0196,-13.6929,leve
2024-10-18 09:18:22.971,"Volcano Islands, Japan region",5.4,10.0,142.799,25.22,leve
2024-10-18 05:25:17.069,"90 km NW of Gizo, Solomon Islands",5.0,10.0,156.3264,-7.4667,leve
2024-10-18 04:38:07.288,"42 km ENE of Noda, Japan",5.2,60.402,142.2895,40.2403,leve
2024-10-18 01:41:59.064,"63 km SSW of Panguna, Papua New Guinea",5.0,35.0,155.1677,-6.7981,leve
2024-10-18 00:58:27.983,"121 km WNW of Barview, Oregon",5.0,7.842,-125.7602,43.6645,leve
2024-10-17 16:33:54.860,South Sandwich Islands region,5.0,113.442,-27.1383,-56.337,leve
2024-10-17 11:18:22.807,Fiji region,5.4,626.436,-178.2711,-20.0981,leve
2024-10-17 10:33:40.849,Kermadec Islands region,5.0,10.0,-176.5806,-27.9235,leve
2024-10-17 05:37:32.887,Kermadec Islands region,5.6,12.0,-176.2657,-27.8826,leve
2024-10-17 04:20:36.028,Kermadec Islands region,5.1,10.0,-176.8548,-31.2923,leve
2024-10-17 01:01:20.481,Kermadec Islands region,5.2,10.0,-176.8396,-31.3037,leve
2024-10-16 22:51:12.889,"71 km SE of Neiafu, Tonga",5.2,10.0,-173.5136,-19.1204,leve
2024-10-16 22:25:01.795,northern Mid-Atlantic Ridge,5.1,10.0,-28.5722,49.6324,leve
2024-10-16 19:40:58.409,"225 km SW of José María Morelos, Mexico",5.9,10.0,-106.9505,18.5195,leve
2024-10-16 18:59:39.232,Kermadec Islands region,5.0,10.0,-176.4086,-27.8499,leve
2024-10-16 18:56:51.147,"44 km SSW of Jurm, Afghanistan",5.9,205.0,70.5681,36.5224,leve
2024-10-16 17:11:00.719,Kermadec Islands region,5.1,10.0,-176.2936,-27.7855,leve
2024-10-16 15:04:02.907,Kermadec Islands region,5.1,10.0,-176.8306,-31.2625,leve
2024-10-16 12:19:44.647,Kermadec Islands region,5.2,10.0,-177.0916,-31.181,leve
2024-10-16 09:40:00.514,"216 km SE of Akutan, Alaska",5.3,10.0,-163.5125,52.7367,leve
2024-10-16 07:46:32.516,"19 km W of Doğanyol, Turkey",6.0,10.0,38.8059,38.3115,forte
2024-10-16 04:30:27.356,Kermadec Islands region,5.2,10.0,-176.8116,-31.2352,leve
2024-10-16 03:41:13.766,Mariana Islands region,5.1,10.0,147.0699,19.1806,leve
2024-10-15 23:49:35.815,"223 km WSW of Emiliano Zapata, Mexico",5.2,10.0,-106.7652,18.32,leve
2024-10-15 22:38:42.706,Kermadec Islands region,5.0,35.0,-176.9528,-29.4767,leve
2024-10-15 20:40:33.633,"159 km ENE of Samarai, Papua New Guinea",5.3,10.0,151.8987,-9.8511,leve
2024-10-15 19:51:31.126,Kermadec Islands region,5.0,10.0,-177.0255,-31.2618,leve
2024-10-14 15:48:12.737,"22 km ENE of Palma Sola, Argentina",5.0,10.0,-64.0963,-23.9025,leve
2024-10-14 09:18:51.176,"84 km W of Bahía de Kino, Mexico",5.0,10.0,-112.8022,28.7509,leve
2024-10-13 22:48:34.118,southeast of Easter Island,5.5,10.0,-100.6909,-36.1163,leve
2024-10-13 16:17:36.104,west of Macquarie Island,5.0,10.0,149.2883,-59.233,leve
2024-10-13 07:01:41.653,"115 km W of Banda Aceh, Indonesia",5.3,43.374,94.2922,5.5054,leve
2024-10-13 06:15:26.576,West Chile Rise,5.1,10.0,-97.9985,-36.355,leve
2024-10-12 17:43:44.516,"40 km WNW of Tamarindo, Costa Rica",6.2,16.0,-86.1497,10.4967,forte
2024-10-12 04:19:43.454,Fiji region,5.0,10.0,173.1401,-18.0617,leve
2024-10-12 03:50:37.992,"106 km SSE of Ust’-Kamchatsk Staryy, Russia",5.3,10.0,163.1218,55.3379,leve
2024-10-12 01:11:57.329,"103 km SE of Modisi, Indonesia",5.1,46.11,125.1625,-0.1377,leve
2024-10-12 01:06:08.018,south of the Kermadec Islands,5.3,10.0,-177.6929,-33.2849,leve
2024-10-11 18:05:13.048,South Sandwich Islands region,5.0,21.183,-25.1529,-58.2947,leve
2024-10-11 04:40:54.951,"49 km NNE of Shwebo, Myanmar",5.0,10.0,95.9411,22.9505,leve
2024-10-10 18:12:34.549,central Mid-Atlantic Ridge,5.2,10.0,-22.0883,-0.8904,leve
2024-10-10 09:44:39.963,southeast Indian Ridge,5.4,10.0,100.0106,-47.5421,leve
2024-10-10 04:46:27.489,Southwest Indian Ridge,5.1,10.0,47.7444,-37.3768,leve
2024-10-09 19:57:26.488,Kermadec Islands region,5.2,33.002,-178.4528,-31.8512,leve
2024-10-09 04:41:07.202,"174 km SW of Nikolski, Alaska",5.0,35.0,-170.8214,51.9309,leve
2024-10-08 08:07:23.902,south of the Kermadec Islands,5.0,10.0,-178.5416,-33.6289,leve
2024-10-08 00:35:35.956,southeast of Easter Island,5.7,10.0,-99.1831,-36.2933,leve
2024-10-07 23:59:05.581,south of the Kermadec Islands,5.8,13.0,-178.6412,-33.4502,leve
2024-10-07 09:36:58.446,"23 km WSW of Isangel, Vanuatu",5.4,144.989,169.0635,-19.6019,leve
2024-10-07 05:51:17.118,"91 km ESE of Neiafu, Tonga",5.3,10.0,-173.174,-18.9526,leve
2024-10-07 00:33:19.114,south of the Kermadec Islands,5.0,10.0,-178.4519,-33.3598,leve
2024-10-06 21:52:58.610,central East Pacific Rise,5.6,10.0,-111.3046,-13.5989,leve
2024-10-06 21:50:51.519,"94 km ENE of ‘Ohonua, Tonga",5.1,10.0,-174.153,-20.9469,leve
2024-10-06 17:56:26.452,"117 km S of Akureyri, Iceland",5.1,10.0,-17.8257,64.6359,leve
2024-10-06 17:10:04.271,"28 km N of Āwash, Ethiopia",5.2,10.0,40.1774,9.2414,leve
2024-10-06 13:00:58.071,Vanuatu region,5.2,10.0,171.6309,-17.2032,leve
2024-10-06 12:03:58.177,Mid-Indian Ridge,5.2,10.0,76.8881,-31.5621,leve
2024-10-05 23:02:01.826,Kermadec Islands region,5.2,10.0,-176.3793,-28.6102,leve
2024-10-05 16:08:55.026,"27 km W of Karori, New Zealand",5.1,44.404,174.413,-41.2833,leve
2024-10-05 12:50:42.101,"85 km SSW of Unalaska, Alaska",5.4,41.164,-167.0656,53.1716,leve
2024-10-05 11:45:30.156,"136 km NNE of Neiafu, Tonga",5.2,35.0,-173.4918,-17.5146,leve
2024-10-04 13:58:58.791,southern East Pacific Rise,5.3,10.0,-124.7274,-55.4887,leve
2024-10-04 13:49:01.052,"220 km W of Olonkinbyen, Svalbard and Jan Mayen",5.2,10.0,-14.714,70.7217,leve
2024-10-04 11:42:16.166,"219 km W of Olonkinbyen, Svalbard and Jan Mayen",5.0,10.0,-14.6411,70.6525,leve
2024-10-03 13:08:40.444,"68 km SSW of Adak, Alaska",5.0,35.0,-176.9375,51.2896,leve
2024-10-03 13:08:06.345,Kermadec Islands region,5.2,10.0,-176.3347,-28.42,leve
2024-10-03 10:43:13.774,"176 km NE of Lorengau, Papua New Guinea",5.0,10.0,148.4037,-0.9168,leve
2024-10-03 08:19:05.009,northern Mid-Atlantic Ridge,5.0,10.0,-45.4184,21.3515,leve
2024-10-03 03:09:05.071,"143 km SSW of Merizo Village, Guam",5.0,10.0,143.9809,12.1586,leve
2024-10-03 01:50:31.284,Prince Edward Islands region,5.1,10.0,33.3709,-46.8937,leve
2024-10-02 21:41:45.992,"54 km SSW of Sola, Vanuatu",5.1,201.758,167.3601,-14.3317,leve
2024-10-02 01:09:07.759,southern Mid-Atlantic Ridge,5.3,10.0,-10.513,-46.881,leve
2024-10-01 21:19:49.760,"62 km NE of Gigmoto, Philippines",5.9,10.0,124.8171,14.1621,leve
2024-10-01 20:05:34.967,"125 km SE of Neiafu, Tonga",6.6,10.0,-173.0007,-19.2886,forte
2024-10-01 09:28:05.313,"260 km ESE of Baubau, Indonesia",6.1,576.0,124.8988,-5.9828,forte
2024-10-01 08:23:31.735,"21 km N of Fangale’ounga, Tonga",5.1,61.053,-174.3044,-19.5584,leve
2024-10-01 07:10:38.542,"83 km W of Gorontalo, Indonesia",5.0,122.886,122.3155,0.4813,leve
2024-10-01 05:01:57.286,"57 km W of Puerto, Chile",5.3,22.259,-70.7062,-20.1744,leve
2024-10-01 01:33:38.644,"111 km SSE of Kokopo, Papua New Guinea",5.0,35.0,152.6343,-5.2843,leve
2024-09-30 12:21:58.340,"108 km E of Petropavlovsk-Kamchatsky, Russia",5.9,30.0,160.2468,53.0161,leve
2024-09-29 11:09:16.673,"155 km WNW of Tobelo, Indonesia",5.2,46.013,126.838,2.4975,leve
2024-09-29 06:53:33.969,"14 km SSE of Poro, Philippines",5.0,10.0,124.465,10.5139,leve
2024-09-28 16:52:39.434,"167 km SSW of Alo, Wallis and Futuna",5.1,10.0,-178.6642,-15.7267,leve
2024-09-28 12:32:38.564,"Volcano Islands, Japan region",5.2,86.547,141.7033,25.8513,leve
2024-09-28 03:04:19.771,"169 km WSW of Pistol River, Oregon",5.1,14.727,-126.3717,41.8723,leve
2024-09-27 21:56:48.177,"277 km SW of Houma, Tonga",5.2,165.627,-177.1964,-22.9451,leve
2024-09-27 18:35:22.035,southeast of Easter Island,5.0,10.0,-90.1998,-41.2103,leve
2024-09-27 14:58:08.886,"47 km S of Isangel, Vanuatu",5.1,109.657,169.3284,-19.9642,leve
2024-09-27 14:23:44.073,southern Mid-Atlantic Ridge,5.1,10.0,-12.8786,-28.0382,leve
2024-09-27 11:20:17.315,Kermadec Islands region,5.2,355.217,-179.7256,-30.8385,leve
2024-09-27 03:39:30.561,"93 km SW of Corinto, Nicaragua",5.0,35.0,-87.7374,11.8445,leve
2024-09-27 02:23:00.926,"80 km SW of Kirakira, Solomon Islands",5.2,10.0,161.4331,-11.0022,leve
2024-09-26 22:02:01.920,West Chile Rise,5.0,10.0,-86.3234,-41.4527,leve
2024-09-26 19:19:28.664,Mauritius - Reunion region,6.3,10.0,66.5336,-17.199,forte
2024-09-26 07:01:09.508,"30 km SE of Akkeshi, Japan",5.5,50.0,145.0928,42.8235,leve
2024-09-25 14:01:05.073,southern Mid-Atlantic Ridge,5.3,10.0,-6.9134,-57.6266,leve
2024-09-25 06:43:21.209,"98 km WSW of Puerto Madero, Mexico",5.3,10.0,-93.2518,14.3393,leve
2024-09-24 21:58:09.070,Fiji region,5.4,10.0,-176.9705,-16.8592,leve
2024-09-24 14:24:26.780,"63 km SW of Taltal, Chile",5.2,51.785,-70.8688,-25.864,leve
2024-09-24 06:59:45.365,southern East Pacific Rise,5.1,10.0,-115.9057,-25.4455,leve
2024-09-24 00:58:46.443,"57 km W of Salsacate, Argentina",5.0,151.869,-65.6919,-31.3501,leve
2024-09-23 23:14:20.196,"Izu Islands, Japan region",5.6,19.112,140.0417,31.5066,leve
2024-09-23 19:51:02.568,"67 km SSW of Gorontalo, Indonesia",6.0,143.0,122.8918,-0.0469,forte
2024-09-23 19:08:46.536,south of the Kermadec Islands,5.0,194.568,179.8043,-32.8176,leve
2024-09-23 05:08:31.426,Greenland Sea,5.1,10.0,6.3939,73.2428,leve
2024-09-23 02:36:39.125,"23 km NNE of La Serena, Chile",5.4,61.0,-71.1952,-29.7019,leve
2024-09-22 20:42:35.850,Mauritius - Reunion region,5.4,10.0,66.5546,-17.3948,leve
2024-09-22 18:46:38.370,"56 km NNW of La Ligua, Chile",5.1,53.976,-71.5626,-32.0313,leve
2024-09-22 08:43:08.358,West Chile Rise,5.3,10.0,-87.8171,-41.3779,leve
2024-09-22 02:25:47.516,"28 km SSW of La Libertad, El Salvador",5.0,76.93,-89.4248,13.2483,leve
2024-09-21 21:24:28.737,"95 km NNW of Villa General Roca, Argentina",6.0,141.0,-66.887,-31.8909,forte
2024-09-21 17:21:19.418,"142 km WSW of Adak, Alaska",5.4,44.504,-178.4612,51.2868,leve
2024-09-21 15:17:38.608,West Chile Rise,5.0,10.0,-87.8393,-41.4839,leve
2024-09-21 02:32:17.107,Kermadec Islands region,5.6,9.0,-176.4824,-29.064,leve
2024-09-20 10:52:00.031,"138 km NE of Neiafu, Tonga",5.1,10.0,-173.075,-17.7447,leve
2024-09-20 05:13:43.299,"Volcano Islands, Japan region",5.1,100.099,142.5144,23.4478,leve
2024-09-19 10:17:52.151,South Indian Ocean,5.1,10.0,82.6728,-5.5724,leve
2024-09-19 08:41:00.921,"117 km NNW of Finschhafen, Papua New Guinea",5.5,192.506,147.4561,-5.5707,leve
2024-09-19 07:47:26.751,"87 km NE of Tobelo, Indonesia",5.1,41.584,128.4621,2.3789,leve
2024-09-19 07:45:33.708,"91 km NE of Tobelo, Indonesia",5.2,26.101,128.6935,2.1924,leve
2024-09-19 05:20:57.102,"182 km SW of Port Blair, India",5.2,10.0,91.6084,10.461,leve
2024-09-18 11:55:03.911,Kermadec Islands region,5.0,10.0,-176.755,-27.2463,leve
2024-09-18 11:53:53.855,Kermadec Islands region,5.7,17.0,-176.6924,-27.4225,leve
2024-09-18 07:52:28.320,south of Panama,5.0,10.0,-82.659,5.1719,leve
2024-09-18 02:41:06.723,"15 km ESE of Banjar, Indonesia",5.0,10.0,107.5662,-7.2418,leve
2024-09-18 00:25:13.745,"90 km SSE of Tôlanaro, Madagascar",5.3,10.0,47.3106,-25.798,leve
2024-09-17 00:49:42.183,"2024 North of Tarzan, Texas Earthquake",5.1,6.1279,-102.057,32.411,leve
2024-09-16 14:40:21.768,"8 km N of Cașoca, Romania",5.2,132.923,26.2679,45.5663,leve
2024-09-16 14:13:46.241,"42 km E of Nichinan, Japan",5.5,10.257,131.8109,31.6079,leve
2024-09-16 11:36:34.522,"266 km NE of Saipan, Northern Mariana Islands",6.3,31.0,147.2254,17.1539,forte
2024-09-16 10:23:39.892,southeast of Easter Island,5.1,10.0,-90.9503,-41.2526,leve
2024-09-16 05:12:19.314,"138 km S of Isangel, Vanuatu",5.4,32.915,169.422,-20.7895,leve
2024-09-15 22:22:48.018,"271 km WNW of Port McNeill, Canada",6.5,3.766,-130.6121,51.6088,forte
2024-09-15 13:08:08.287,"173 km NE of Bontang, Indonesia",5.5,6.526,118.4805,1.3429,leve
2024-09-15 12:41:03.246,"214 km W of Adak, Alaska",5.0,167.353,-179.7374,52.0984,leve
2024-09-15 09:54:33.875,"44 km SSE of Pelabuhanratu, Indonesia",5.0,51.169,106.6662,-7.3767,leve
2024-09-15 04:58:33.250,"59 km S of Acajutla, El Salvador",5.2,29.796,-89.9141,13.0626,leve
2024-09-14 21:37:37.604,"34 km ENE of Sibolga, Indonesia",5.0,127.607,99.0554,1.8932,leve
2024-09-14 11:41:32.385,"52 km WSW of Merizo Village, Guam",5.5,10.0,144.2535,13.0307,leve
2024-09-14 03:20:32.451,south of the Kermadec Islands,5.0,10.0,-178.9878,-34.235,leve
2024-09-14 02:02:59.995,"120 km NE of Norsup, Vanuatu",5.0,10.0,168.2957,-15.4064,leve
2024-09-13 23:03:41.334,"59 km SE of Koshima, Japan",5.7,30.0,130.9208,29.8106,leve
2024-09-13 08:23:56.652,east of the North Island of New Zealand,5.1,11.47,-179.2287,-35.1072,leve
2024-09-13 06:33:47.161,"146 km ESE of Sarangani, Philippines",5.0,60.965,126.5809,4.6972,leve
2024-09-12 23:48:17.804,"Izu Islands, Japan region",5.2,45.941,141.3145,30.9789,leve
2024-09-12 06:20:23.033,"172 km SW of Merizo Village, Guam",5.1,10.0,143.7299,12.0127,leve
2024-09-11 19:52:23.809,"114 km ENE of Luganville, Vanuatu",5.0,16.108,168.1888,-15.2249,leve
2024-09-11 19:22:55.878,"101 km ENE of Luganville, Vanuatu",5.8,18.766,168.0658,-15.257,leve
2024-09-11 18:46:56.258,"88 km ENE of Luganville, Vanuatu",5.1,10.0,167.9619,-15.3075,leve
2024-09-11 18:17:57.734,"122 km ENE of Luganville, Vanuatu",5.7,12.0,168.2762,-15.2845,leve
2024-09-11 16:46:05.054,"168 km SW of Lorengau, Papua New Guinea",6.3,8.0,146.4088,-3.2871,forte
2024-09-11 07:28:02.928,"35 km W of Karor, Pakistan",5.1,31.0,70.5845,31.2637,leve
2024-09-10 23:57:23.138,South Sandwich Islands region,5.0,10.0,-26.3272,-55.8718,leve
2024-09-10 23:50:39.182,South Sandwich Islands region,5.7,10.0,-26.174,-55.8712,leve
2024-09-10 22:01:21.115,South Sandwich Islands region,5.1,10.0,-26.2394,-55.8068,leve
2024-09-10 21:48:45.181,South Sandwich Islands region,5.0,10.0,-26.1777,-55.8717,leve
2024-09-10 21:39:12.501,South Sandwich Islands region,5.1,10.0,-26.1325,-55.8493,leve
2024-09-10 21:18:56.482,South Sandwich Islands region,5.0,10.0,-26.1345,-55.8346,leve
2024-09-10 21:02:49.803,"58 km N of Hihifo, Tonga",5.0,48.605,-173.7481,-15.4321,leve
2024-09-10 04:59:11.161,"Kermadec Islands, New Zealand",5.0,10.0,-177.576,-30.4529,leve
2024-09-10 00:53:39.171,south of the Fiji Islands,5.0,35.0,-176.3359,-26.6772,leve
2024-09-09 21:01:29.242,"183 km SE of Sarangani, Philippines",5.1,48.5,126.7337,4.3404,leve
2024-09-09 17:37:09.146,central East Pacific Rise,5.4,10.0,-107.1062,-6.2802,leve
2024-09-09 15:02:53.941,Kermadec Islands region,5.0,10.0,-176.1815,-29.6808,leve
2024-09-09 06:08:43.734,Mid-Indian Ridge,5.0,10.0,69.1885,-22.498,leve
2024-09-08 23:15:32.438,"19 km NE of Ambunti, Papua New Guinea",5.0,66.504,142.9635,-4.1123,leve
2024-09-08 21:13:08.839,South Sandwich Islands region,5.1,144.374,-27.2342,-56.6158,leve
2024-09-08 14:53:24.791,"50 km E of Lata, Solomon Islands",5.0,191.245,166.25,-10.808,leve
2024-09-08 05:29:00.560,"200 km ESE of Tadine, New Caledonia",5.4,10.0,169.7349,-22.075,leve
2024-09-08 05:01:40.450,"106 km NW of Gizo, Solomon Islands",5.3,35.938,156.1867,-7.3916,leve
2024-09-08 04:22:25.312,south of the Kermadec Islands,5.1,79.902,-178.9861,-32.5799,leve
2024-09-08 02:45:00.969,"192 km NW of Sola, Vanuatu",5.1,46.956,166.532,-12.4524,leve
2024-09-07 22:39:08.385,"117 km E of ‘Ohonua, Tonga",5.8,10.0,-173.822,-21.3109,leve
2024-09-07 13:42:52.564,"230 km SE of Kushimoto, Japan",5.2,384.984,137.7326,32.2043,leve
2024-09-07 08:21:26.101,southeast of Easter Island,5.3,10.0,-100.6652,-35.7134,leve
2024-09-07 06:31:10.994,"28 km SW of Pazarcık, Turkey",5.0,4.096,37.0627,37.3103,leve
2024-09-06 19:02:01.444,"126 km SSW of Banjar, Indonesia",5.0,10.274,106.829,-8.1642,leve
2024-09-06 18:56:51.634,Pacific-Antarctic Ridge,5.0,10.0,-139.955,-58.3228,leve
2024-09-06 17:30:38.508,east of the North Island of New Zealand,5.0,10.0,-179.4328,-35.3672,leve
2024-09-06 15:52:38.308,"64 km S of Puerto San José, Guatemala",5.1,48.832,-90.7453,13.3537,leve
2024-09-06 14:24:59.611,"Auckland Islands, New Zealand region",5.2,32.055,164.5975,-49.0629,leve
2024-09-06 10:12:58.767,"113 km E of Vallenar, Chile",5.7,123.0,-69.6082,-28.6734,leve
2024-09-06 01:06:35.535,"166 km SSW of Pagar Alam, Indonesia",5.3,19.632,102.6434,-5.4079,leve
2024-09-05 18:12:40.376,Reykjanes Ridge,5.5,10.0,-34.3303,52.6274,leve
2024-09-05 15:28:58.554,south of the Kermadec Islands,5.2,46.682,-179.0489,-32.7863,leve
2024-09-05 10:38:27.509,"61 km WSW of Challapata, Bolivia",5.7,239.0,-67.3092,-19.1241,leve
2024-09-05 04:31:28.758,"76 km S of Modisi, Indonesia",5.2,36.451,124.5515,-0.2348,leve
2024-09-05 01:03:15.672,"59 km NNE of Angoram, Papua New Guinea",6.2,7.0,144.1953,-3.5428,forte
2024-09-04 19:09:19.256,"10 km ESE of Lata, Solomon Islands",5.4,104.511,165.8853,-10.7702,leve
2024-09-04 09:40:44.266,"107 km N of Baukau, Timor Leste",5.0,10.0,126.491,-7.508,leve
2024-09-04 01:19:05.355,"213 km SSE of Isangel, Vanuatu",5.0,110.982,170.139,-21.2967,leve
2024-09-03 23:55:46.113,"23 km NE of Casuguran, Philippines",5.0,10.0,122.5404,14.8504,leve
2024-09-03 23:16:44.482,"28 km NE of Casuguran, Philippines",5.3,16.815,122.5951,14.864,leve
2024-09-03 16:31:15.201,"108 km WNW of Höfn, Iceland",5.1,10.0,-17.3212,64.5882,leve
2024-09-03 01:21:40.316,"Off the coast of Aisen, Chile",5.3,10.0,-76.6765,-45.5961,leve
2024-09-02 08:26:25.393,"14 km SSE of Hualien City, Taiwan",5.0,37.627,121.669,23.861,leve
2024-09-02 03:16:39.768,southeast of Easter Island,5.3,10.0,-100.5424,-36.2422,leve
2024-09-01 20:13:34.201,"56 km S of Panguna, Papua New Guinea",6.4,39.0,155.5297,-6.8295,forte
2024-09-01 19:59:25.436,"211 km SSE of Sarangani, Philippines",5.0,46.933,126.5018,3.7986,leve
2024-09-01 16:31:03.237,southeast of the Loyalty Islands,5.1,44.934,172.809,-22.6067,leve
2024-09-01 07:38:19.520,"36 km N of Kandrian, Papua New Guinea",5.2,97.103,149.5469,-5.8799,leve
2024-09-01 03:42:49.557,"Nicobar Islands, India region",5.2,10.0,91.7229,8.1965,leve
2024-09-01 00:53:14.857,South Sandwich Islands region,5.4,39.749,-25.6883,-57.9294,leve
2024-09-01 00:49:26.519,"66 km SSW of Sarangani, Philippines",5.0,10.0,125.3428,4.8108,leve
2024-08-31 13:04:47.984,"33 km WNW of Coquimbo, Chile",5.0,27.278,-71.6748,-29.863,leve
2024-08-31 08:53:48.700,"135 km SW of Abepura, Indonesia",5.0,49.939,139.7218,-3.4079,leve
2024-08-30 21:25:34.385,"288 km SW of Arenas, Panama",5.1,10.0,-82.5537,5.3837,leve
2024-08-30 09:32:22.858,Reykjanes Ridge,5.6,10.0,-33.1749,53.015,leve
2024-08-30 04:24:22.983,"117 km E of Petropavlovsk-Kamchatsky, Russia",6.0,26.0,160.3787,53.0016,forte
2024-08-29 20:19:26.053,Pacific-Antarctic Ridge,5.4,10.0,-158.0776,-62.8479,leve
2024-08-29 05:56:40.251,"31 km SW of Ashkāsham, Afghanistan",5.2,221.698,71.2507,36.5209,leve
2024-08-28 21:57:54.957,"56 km SSW of La Libertad, El Salvador",6.1,26.358,-89.583,13.0471,forte
2024-08-28 16:29:57.573,"13 km NE of Kastrí, Greece",5.1,54.834,24.2038,34.9142,leve
2024-08-27 22:43:05.503,south of the Kermadec Islands,5.0,61.902,179.8618,-34.4151,leve
2024-08-27 13:01:31.899,"6 km N of Baleno, Philippines",5.0,10.22,123.5062,12.5355,leve
2024-08-27 02:15:18.032,"Kepulauan Babar, Indonesia",5.8,78.0,129.4461,-7.1565,leve
2024-08-26 16:21:49.528,"81 km W of Puerto Cisnes, Chile",5.0,58.483,-73.7141,-44.8712,leve
2024-08-26 15:49:43.057,"95 km SSE of Sand Point, Alaska",5.1,40.454,-159.7654,54.5854,leve
2024-08-26 12:57:40.907,"89 km S of Bambanglipuro, Indonesia",5.4,54.841,110.259,-8.7602,leve
